일자,불쾌지수,최고기온(℃),최저기온(℃),rain,계절
2016-02-01,39.275534,5.0,-4.1,0.0,겨울
2016-02-02,36.562925,6.2,-9.1,0.0,겨울
2016-02-03,35.796707,7.7,-9.3,0.0,겨울
2016-02-04,38.396068,7.7,-7.7,0.0,겨울
2016-02-05,41.575228,9.6,-6.5,0.0,겨울
2016-02-11,46.523969,14.4,-3.0,0.0,겨울
2016-02-12,49.18304,14.4,5.8,62.8,겨울
2016-02-15,39.02356,2.3,-4.4,0.0,겨울
2016-02-16,38.057208,5.4,-6.3,0.0,겨울
2016-02-17,41.393734,8.1,-3.4,0.0,겨울
2016-02-18,40.732786000000004,10.3,-6.1,0.0,겨울
2016-02-19,44.84285,13.7,-2.7,0.0,겨울
2016-02-22,44.07903,7.0,-2.0,0.0,겨울
2016-02-23,47.257275,11.9,-0.1,0.0,겨울
2016-02-24,43.572714000000005,7.1,-4.0,0.0,겨울
2016-02-25,42.517376,7.6,-4.2,0.0,겨울
2016-02-26,40.12202,8.3,-5.9,0.0,겨울
2016-02-29,39.787876,3.5,-4.6,0.0,겨울
2016-03-02,44.151151999999996,11.8,-6.8,0.0,봄
2016-03-03,46.981127,16.0,-3.4,0.0,봄
2016-03-04,47.477112,9.7,6.6,36.1,봄
2016-03-07,52.89802,17.7,6.8,0.0,봄
2016-03-08,48.62662,11.3,3.4,3.3,봄
2016-03-09,45.331968,12.6,1.2,6.8,봄
2016-03-10,44.9911,8.5,-1.3,0.0,봄
2016-03-11,43.71888,8.4,-3.3,0.0,봄
2016-03-14,46.283225,13.9,-1.7,0.0,봄
2016-03-15,46.925631,14.5,-3.3,0.0,봄
2016-03-16,49.926496,16.7,2.8,0.0,봄
2016-03-17,51.016571,18.7,-1.1,0.0,봄
2016-03-18,50.131986,12.1,7.9,27.6,봄
2016-03-21,50.649875,16.6,3.5,0.0,봄
2016-03-22,50.98258,18.4,2.6,0.0,봄
2016-03-23,52.762685000000005,17.2,3.3,0.0,봄
2016-03-24,50.249152,12.6,5.6,0.0,봄
2016-03-25,46.449856,11.5,4.1,2.8,봄
2016-03-28,50.117984,17.5,-1.5,0.0,봄
2016-03-29,52.7428,15.9,1.5,0.0,봄
2016-03-30,57.136032,21.6,6.8,0.0,봄
2016-03-31,54.52202,20.9,4.6,0.0,봄
2016-04-01,56.836972,24.3,4.1,0.0,봄
2016-04-04,52.741372,13.8,9.8,2.6,봄
2016-04-05,54.991968,20.2,7.2,0.0,봄
2016-04-06,54.158918,20.5,5.2,26.1,봄
2016-04-07,54.34885,17.6,8.6,28.7,봄
2016-04-08,58.78165,23.0,9.1,0.0,봄
2016-04-11,52.66672,12.6,9.2,0.0,봄
2016-04-12,53.90681,18.6,4.3,3.1,봄
2016-04-14,61.665304000000006,25.8,11.3,0.0,봄
2016-04-15,55.842303,21.2,5.3,0.0,봄
2016-04-18,57.945080000000004,20.7,8.6,0.0,봄
2016-04-19,56.800225,21.0,6.2,0.0,봄
2016-04-20,56.68522,21.0,5.5,0.0,봄
2016-04-21,56.910180000000004,17.3,11.1,33.2,봄
2016-04-22,61.86377,24.5,12.5,0.0,봄
2016-04-25,59.262136,26.3,6.9,0.0,봄
2016-04-26,60.630918,25.6,5.7,1.2,봄
2016-04-27,52.98717,14.7,10.7,42.9,봄
2016-04-28,57.458089,19.5,10.5,5.0,봄
2016-04-29,58.79815,20.6,11.5,0.0,봄
2016-05-02,63.202856,23.5,10.2,0.0,봄
2016-05-03,61.167244,20.8,14.2,80.6,봄
2016-05-04,61.794328,24.9,10.5,0.0,봄
2016-05-09,62.271076,22.0,13.8,0.0,봄
2016-05-10,57.92616,17.3,12.2,31.3,봄
2016-05-11,60.068266,21.7,12.2,0.1,봄
2016-05-12,62.536616,24.1,11.2,0.0,봄
2016-05-13,60.669883999999996,23.3,10.9,0.0,봄
2016-05-16,58.908069,22.6,8.0,6.0,봄
2016-05-17,60.625568,27.8,4.7,0.0,봄
2016-05-18,64.663376,31.0,8.3,0.0,봄
2016-05-19,64.33286000000001,29.2,10.2,0.0,봄
2016-05-20,64.596078,28.7,10.0,0.0,봄
2016-05-23,65.349536,27.6,10.0,0.0,봄
2016-05-24,65.09124499999999,20.4,15.4,25.6,봄
2016-05-25,65.206567,27.0,12.6,0.0,봄
2016-05-26,66.941006,27.7,12.8,0.0,봄
2016-05-27,69.0548,29.2,17.8,0.0,봄
2016-05-30,67.829165,31.1,12.7,0.0,봄
2016-05-31,67.64531199999999,29.8,12.5,0.0,봄
2016-06-01,66.208304,26.3,15.1,0.0,여름
2016-06-02,64.07916,27.3,10.9,0.0,여름
2016-06-03,66.442185,28.3,12.1,0.0,여름
2016-06-07,68.457941,26.7,17.4,0.0,여름
2016-06-08,68.82239999999999,24.6,17.9,0.0,여름
2016-06-09,69.400727,28.2,18.1,0.0,여름
2016-06-10,70.227125,28.6,17.8,0.0,여름
2016-06-13,71.454312,28.5,20.5,0.0,여름
2016-06-14,70.89287999999999,28.0,20.1,0.0,여름
2016-06-15,69.84046599999999,24.2,18.5,0.0,여름
2016-06-16,71.653872,28.7,17.2,0.0,여름
2016-06-17,69.398004,30.6,14.5,0.0,여름
2016-06-20,71.76611199999999,26.4,20.9,5.2,여름
2016-06-21,71.54964000000001,25.4,21.2,2.0,여름
2016-06-22,69.882755,22.7,20.6,11.8,여름
2016-06-23,72.05770799999999,29.6,20.4,0.0,여름
2016-06-24,70.897025,28.0,19.8,73.6,여름
2016-06-27,67.646928,24.6,16.8,0.1,여름
2016-06-28,68.50751,25.7,17.7,0.0,여름
2016-06-29,69.349856,25.0,18.4,1.7,여름
2016-06-30,72.354595,29.0,19.4,0.0,여름
2016-07-01,73.578406,25.5,22.2,43.1,여름
2016-07-04,73.75634600000001,27.9,20.3,0.5,여름
2016-07-05,77.420415,29.7,24.5,0.1,여름
2016-07-06,76.987096,30.3,23.8,9.3,여름
2016-07-07,76.136321,31.1,22.4,0.0,여름
2016-07-08,75.152805,30.9,22.0,0.0,여름
2016-07-11,74.43174400000001,27.7,22.9,2.2,여름
2016-07-12,74.285144,26.9,22.6,4.2,여름
2016-07-13,76.202842,30.2,22.1,0.0,여름
2016-07-14,76.068243,33.0,21.7,0.0,여름
2016-07-15,73.33205000000001,30.2,22.1,0.0,여름
2016-07-18,73.06658200000001,30.0,19.2,0.0,여름
2016-07-19,73.87098499999999,30.6,21.2,0.0,여름
2016-07-20,72.89448999999999,30.5,19.4,0.0,여름
2016-07-21,72.98852600000001,30.1,20.0,0.0,여름
2016-07-22,72.8823,28.9,20.6,0.0,여름
2016-07-25,79.23288,33.4,24.5,28.4,여름
2016-07-26,78.9779,32.7,23.4,0.0,여름
2016-07-27,79.500024,32.9,25.0,0.0,여름
2016-07-28,79.934168,32.5,26.4,0.0,여름
2016-07-29,79.920444,34.1,25.0,0.0,여름
2016-08-01,77.047448,34.2,23.3,1.6,여름
2016-08-02,76.227049,33.0,22.9,10.2,여름
2016-08-03,76.476037,31.3,22.4,0.5,여름
2016-08-04,77.47234399999999,32.4,23.2,0.0,여름
2016-08-05,77.89685399999999,33.7,22.5,0.0,여름
2016-08-08,78.01025,36.2,23.4,0.4,여름
2016-08-09,77.959588,33.0,23.4,0.0,여름
2016-08-10,79.59203,35.3,23.5,0.0,여름
2016-08-11,80.78597099999999,37.5,24.4,0.0,여름
2016-08-12,81.543385,36.4,24.9,0.0,여름
2016-08-16,77.77304000000001,33.9,24.5,0.0,여름
2016-08-17,77.585656,34.1,23.4,13.9,여름
2016-08-18,77.373648,33.8,22.5,0.0,여름
2016-08-19,77.480325,34.2,21.9,0.0,여름
2016-08-22,78.32584800000001,35.7,22.4,0.2,여름
2016-08-23,76.93736,31.1,23.4,1.1,여름
2016-08-24,75.36429,34.6,20.8,0.0,여름
2016-08-25,76.14946,34.3,19.0,0.0,여름
2016-08-26,70.309674,29.7,18.5,3.8,여름
2016-08-29,67.416879,27.1,15.0,0.1,여름
2016-08-30,68.24148,25.6,14.8,0.0,여름
2016-08-31,70.857872,29.0,20.5,0.0,여름
2016-09-01,73.26935,30.5,20.7,20.8,가을
2016-09-02,66.079784,21.8,18.2,76.4,가을
2016-09-05,75.04997900000001,29.5,21.9,0.5,가을
2016-09-06,73.763612,27.3,21.9,0.0,가을
2016-09-07,72.62188,27.2,20.8,0.0,가을
2016-09-08,71.143327,29.7,17.4,0.0,가을
2016-09-09,71.35206,29.5,18.4,0.0,가을
2016-09-12,67.664653,24.6,17.4,8.5,가을
2016-09-13,69.390372,28.3,15.7,0.0,가을
2016-09-19,66.937625,24.2,18.0,0.0,가을
2016-09-20,64.12326999999999,24.5,12.8,0.0,가을
2016-09-21,63.287679999999995,23.9,11.1,0.0,가을
2016-09-22,65.0725,23.7,15.6,0.0,가을
2016-09-23,66.266782,27.2,13.5,0.0,가을
2016-09-26,69.795792,25.9,18.1,3.8,가을
2016-09-27,73.65938,29.5,20.6,0.0,가을
2016-09-28,70.852,24.5,19.9,16.7,가을
2016-09-29,65.087032,20.4,16.4,4.0,가을
2016-09-30,62.30905,18.6,15.8,30.7,가을
2016-10-04,69.20832200000001,28.4,16.0,1.9,가을
2016-10-05,66.977,27.8,16.0,82.2,가을
2016-10-06,64.630535,27.4,13.0,0.0,가을
2016-10-07,64.17278300000001,22.6,14.0,1.6,가을
2016-10-10,57.933244,20.4,8.1,0.0,가을
2016-10-11,57.770888,19.6,11.2,0.0,가을
2016-10-12,59.735656,23.9,9.2,0.0,가을
2016-10-13,59.203668,19.7,11.6,0.0,가을
2016-10-14,58.541792,23.9,8.1,0.0,가을
2016-10-17,63.847359999999995,24.8,14.1,0.0,가을
2016-10-18,61.582138,22.4,11.7,0.0,가을
2016-10-19,61.604468,23.8,11.7,0.0,가을
2016-10-20,60.779378,22.2,10.0,0.0,가을
2016-10-21,61.095605,18.5,14.5,0.0,가을
2016-10-24,58.511168,19.9,11.6,0.0,가을
2016-10-25,58.741526,21.9,10.9,3.5,가을
2016-10-26,57.140736000000004,20.1,8.6,0.0,가을
2016-10-27,57.631147999999996,19.0,7.1,0.0,가을
2016-10-28,57.28184,15.5,12.4,10.7,가을
2016-10-31,47.457489,10.5,3.7,0.7,가을
2016-11-01,46.904759999999996,12.8,0.4,0.0,가을
2016-11-02,45.769635,14.3,-1.8,0.0,가을
2016-11-03,47.656113000000005,16.3,0.7,0.0,가을
2016-11-04,50.766760000000005,17.5,1.3,0.0,가을
2016-11-07,54.888744,18.4,6.0,0.0,가을
2016-11-08,53.476572000000004,15.6,5.0,0.0,가을
2016-11-09,46.984297999999995,13.0,-0.1,0.0,가을
2016-11-10,50.413544,15.3,4.1,0.0,가을
2016-11-11,49.84395,17.4,3.7,0.0,가을
2016-11-14,57.753728,16.3,12.8,4.0,가을
2016-11-15,53.709720000000004,18.9,2.1,0.0,가을
2016-11-16,47.05013,16.5,-0.8,0.0,가을
2016-11-17,50.395871,17.8,3.0,0.0,가을
2016-11-18,50.486032,16.3,2.1,25.0,가을
2016-11-21,51.905018,16.2,6.0,0.0,가을
2016-11-22,50.164608,14.1,5.3,0.0,가을
2016-11-23,48.977415,11.8,2.1,0.0,가을
2016-11-24,45.048615,8.5,-0.2,0.0,가을
2016-11-25,43.292604,10.8,-2.7,0.0,가을
2016-11-28,43.039015,11.8,-1.0,0.0,가을
2016-11-29,43.34028,12.4,-3.6,0.0,가을
2016-11-30,46.737300000000005,10.6,1.4,4.5,가을
2016-12-01,48.032857,13.3,2.6,0.0,겨울
2016-12-02,41.264866,13.1,-3.9,0.0,겨울
2016-12-05,45.423396000000004,15.6,-0.5,0.0,겨울
2016-12-06,44.9216,10.1,-3.4,0.0,겨울
2016-12-07,37.113664,8.6,-5.7,0.0,겨울
2016-12-08,41.055071999999996,11.5,-2.6,0.0,겨울
2016-12-09,48.161969,13.0,0.3,0.0,겨울
2016-12-12,43.457287,10.5,-3.0,0.0,겨울
2016-12-13,46.09832,10.0,0.5,0.0,겨울
2016-12-14,42.894413,9.1,-3.6,0.0,겨울
2016-12-15,39.236952,5.4,-6.5,0.0,겨울
2016-12-16,39.783296,6.6,-8.1,0.0,겨울
2016-12-19,43.753506,7.4,1.9,11.0,겨울
2016-12-20,47.90367,14.6,2.8,0.0,겨울
2016-12-21,45.186,10.2,1.2,45.7,겨울
2016-12-22,53.717335,18.5,5.6,11.0,겨울
2016-12-23,44.561946,7.3,2.0,0.0,겨울
2016-12-26,43.47198,6.5,4.6,15.3,겨울
2016-12-27,44.212514,7.2,-2.1,1.0,겨울
2016-12-28,37.66898,7.9,-6.8,0.0,겨울
2016-12-29,39.123425,5.2,-4.9,0.0,겨울
2016-12-30,36.411604,7.7,-8.8,0.0,겨울
2017-01-02,42.624768,14.3,-1.8,0.0,겨울
2017-01-03,40.2367,12.0,-2.5,0.0,겨울
2017-01-04,38.757558,11.6,-4.2,0.0,겨울
2017-01-05,43.240555,10.1,-2.6,0.0,겨울
2017-01-06,45.679515,11.1,-0.8,0.0,겨울
2017-01-09,44.569622,9.4,-2.1,0.0,겨울
2017-01-10,39.410536,8.0,-5.3,0.0,겨울
2017-01-11,41.467330000000004,5.5,-3.1,0.0,겨울
2017-01-12,39.478076,8.9,-4.8,0.0,겨울
2017-01-13,39.628398,6.0,-5.0,0.0,겨울
2017-01-16,37.718952,7.1,-9.3,0.0,겨울
2017-01-17,36.801,6.6,-8.8,0.0,겨울
2017-01-18,40.794672000000006,8.0,-4.9,0.0,겨울
2017-01-19,37.151155,9.1,-6.4,0.0,겨울
2017-01-20,38.352106,3.4,-4.9,0.0,겨울
2017-01-23,36.39453,1.8,-8.1,0.0,겨울
2017-01-24,35.755294,4.6,-10.7,0.0,겨울
2017-01-25,35.27819,7.1,-11.0,0.0,겨울
2017-01-26,39.497916000000004,8.2,-10.5,0.0,겨울
2017-01-31,37.575999,8.6,-7.9,0.0,겨울
2017-02-01,42.389486,7.9,-6.0,0.0,겨울
2017-02-02,41.591426,10.8,-9.3,0.0,겨울
2017-02-03,40.744032000000004,10.6,-7.7,0.0,겨울
2017-02-06,43.002611,6.9,-3.7,0.0,겨울
2017-02-07,40.742224,9.0,-4.3,0.0,겨울
2017-02-08,43.448805,8.9,-3.5,0.0,겨울
2017-02-09,41.907685,3.1,-3.7,0.0,겨울
2017-02-10,38.369316,1.6,-7.0,0.0,겨울
2017-02-13,41.499,10.1,-8.1,0.0,겨울
2017-02-14,42.08161,11.0,-4.9,0.0,겨울
2017-02-15,42.069488,12.9,-6.7,0.0,겨울
2017-02-16,46.620778,16.1,-5.8,2.5,겨울
2017-02-17,52.708918,15.0,3.1,0.4,겨울
2017-02-20,49.134778,13.7,-1.6,0.4,겨울
2017-02-21,41.454172,10.1,-5.9,0.0,겨울
2017-02-22,39.81477,5.1,-2.2,30.1,겨울
2017-02-23,45.258334000000005,7.6,-0.2,0.0,겨울
2017-02-24,44.647425,8.8,-2.7,0.0,겨울
2017-02-27,44.871149,13.4,-2.7,0.0,겨울
2017-02-28,45.259691000000004,14.4,-2.4,0.0,겨울
2017-03-02,44.96343,9.0,-2.7,1.3,봄
2017-03-03,44.51476,13.3,-5.7,0.0,봄
2017-03-06,46.962078,9.8,0.3,0.0,봄
2017-03-07,42.630352,7.0,-4.7,0.0,봄
2017-03-08,40.78775,8.1,-6.6,0.0,봄
2017-03-09,46.961875,12.6,-4.6,0.0,봄
2017-03-10,47.15848,16.3,-3.5,0.0,봄
2017-03-13,51.398546,16.2,0.7,0.0,봄
2017-03-14,50.506944000000004,14.9,2.5,0.0,봄
2017-03-15,46.94735,14.0,-2.8,0.0,봄
2017-03-16,47.1606,13.5,-1.0,0.0,봄
2017-03-17,47.671825,17.0,-2.9,0.0,봄
2017-03-20,46.568666,12.9,0.8,7.9,봄
2017-03-21,50.927552,16.3,2.4,2.3,봄
2017-03-22,47.751174000000006,14.5,-1.1,0.0,봄
2017-03-23,51.317058,16.7,3.6,0.0,봄
2017-03-24,49.010747,12.9,2.0,0.0,봄
2017-03-27,45.512352,12.6,-0.5,0.0,봄
2017-03-28,48.416456,15.2,-2.2,0.6,봄
2017-03-29,45.58758,8.9,5.6,4.5,봄
2017-03-30,52.511055999999996,20.3,4.1,0.0,봄
2017-03-31,51.174199,13.6,7.2,2.6,봄
2017-04-03,53.64481,22.6,-0.6,0.0,봄
2017-04-04,55.711690000000004,21.6,1.3,0.0,봄
2017-04-05,56.353684,15.9,10.1,48.5,봄
2017-04-06,59.924415999999994,16.9,13.2,15.7,봄
2017-04-07,58.83225,24.3,9.9,0.0,봄
2017-04-10,56.811445,20.5,8.4,0.1,봄
2017-04-11,56.265119999999996,20.0,9.1,11.5,봄
2017-04-12,57.538799999999995,20.5,6.1,0.0,봄
2017-04-13,57.083775,21.9,2.4,0.0,봄
2017-04-14,58.97852,20.1,7.6,0.0,봄
2017-04-17,57.587588,17.7,10.8,16.5,봄
2017-04-18,58.359812000000005,20.9,7.9,0.0,봄
2017-04-19,58.181594000000004,22.2,7.8,0.0,봄
2017-04-20,56.07782,19.2,7.4,0.2,봄
2017-04-21,57.802777000000006,22.6,7.5,0.0,봄
2017-04-24,58.218246,21.9,7.2,0.0,봄
2017-04-25,62.238186999999996,22.8,10.1,0.1,봄
2017-04-26,58.388148,19.6,9.4,1.7,봄
2017-04-27,58.281635,20.5,7.6,0.0,봄
2017-04-28,59.141048,24.6,2.2,0.0,봄
2017-05-02,59.633528,24.9,6.6,0.0,봄
2017-05-04,62.88581,25.9,8.1,0.6,봄
2017-05-08,62.258168999999995,26.0,6.9,0.0,봄
2017-05-10,61.342232,22.6,11.9,0.1,봄
2017-05-11,65.746016,29.2,11.0,0.0,봄
2017-05-12,62.23062,18.9,14.6,9.1,봄
2017-05-15,60.0146,23.9,7.9,0.0,봄
2017-05-16,60.89821,24.4,9.1,0.0,봄
2017-05-17,61.741545,25.2,9.6,0.0,봄
2017-05-18,64.02896000000001,28.4,9.9,0.0,봄
2017-05-19,65.861786,29.8,10.7,0.0,봄
2017-05-22,65.064864,28.3,11.0,0.0,봄
2017-05-23,64.590836,25.6,11.3,0.0,봄
2017-05-24,66.872822,25.2,15.9,3.9,봄
2017-05-25,67.340215,30.4,14.6,0.0,봄
2017-05-26,61.675588,24.5,8.6,0.0,봄
2017-05-29,69.96094,34.4,12.6,0.0,봄
2017-05-30,69.828856,32.8,13.7,0.0,봄
2017-05-31,68.25639100000001,27.7,16.2,0.8,봄
2017-06-01,70.405146,29.6,18.9,0.0,여름
2017-06-02,65.2115,27.6,11.7,0.0,여름
2017-06-05,64.622525,28.5,11.8,0.0,여름
2017-06-07,65.866192,24.5,16.0,12.6,여름
2017-06-08,67.258702,29.5,12.6,0.0,여름
2017-06-09,68.610704,30.7,14.1,0.0,여름
2017-06-12,64.23815,24.6,14.7,0.0,여름
2017-06-13,64.365296,27.5,12.8,0.3,여름
2017-06-14,67.133901,28.9,13.6,0.0,여름
2017-06-15,69.451296,32.6,13.5,0.0,여름
2017-06-16,68.152432,28.6,15.0,0.0,여름
2017-06-19,71.030655,33.0,15.5,0.0,여름
2017-06-20,68.374304,26.0,17.4,10.3,여름
2017-06-21,69.83635,29.5,17.1,0.0,여름
2017-06-22,70.973985,31.3,17.0,0.0,여름
2017-06-23,71.403798,31.5,18.0,0.0,여름
2017-06-26,69.946635,24.7,20.0,10.5,여름
2017-06-27,70.566672,27.4,19.4,0.0,여름
2017-06-28,71.158756,30.8,17.3,0.0,여름
2017-06-29,70.01424,25.6,19.0,4.8,여름
2017-06-30,73.076281,28.2,20.2,0.0,여름
2017-07-03,76.582684,29.6,25.2,0.3,여름
2017-07-04,76.729895,31.5,24.1,1.9,여름
2017-07-05,76.393956,31.5,22.9,17.6,여름
2017-07-06,75.573792,28.1,22.7,5.2,여름
2017-07-07,76.33779200000001,29.4,22.6,0.3,여름
2017-07-10,78.668998,29.0,25.7,0.0,여름
2017-07-11,76.499115,28.2,23.3,0.0,여름
2017-07-12,78.190456,33.8,23.0,0.0,여름
2017-07-13,77.585656,33.3,21.0,0.0,여름
2017-07-14,77.863927,33.5,23.3,0.0,여름
2017-07-17,77.846254,32.0,23.1,4.8,여름
2017-07-18,78.070188,31.1,22.8,1.9,여름
2017-07-19,78.53617,34.5,22.7,0.0,여름
2017-07-20,80.252615,34.7,23.2,0.0,여름
2017-07-21,82.22653,36.3,24.7,0.0,여름
2017-07-24,82.348782,35.2,25.2,0.1,여름
2017-07-25,79.53639799999999,34.1,24.1,17.2,여름
2017-07-26,75.50676100000001,32.8,21.2,0.0,여름
2017-07-27,74.25966299999999,33.3,18.2,0.0,여름
2017-07-28,76.91904,34.6,20.4,0.0,여름
2017-07-31,77.64706,31.2,23.6,38.2,여름
2017-08-01,78.785505,34.0,23.2,0.0,여름
2017-08-02,78.138765,32.6,23.8,0.0,여름
2017-08-03,77.85515000000001,33.9,21.8,0.0,여름
2017-08-04,79.86981,35.1,23.6,0.0,여름
2017-08-07,80.589685,37.1,25.0,0.0,여름
2017-08-08,78.4411,32.7,21.8,0.0,여름
2017-08-09,78.48271,30.7,24.7,0.2,여름
2017-08-10,79.917488,34.6,25.2,0.0,여름
2017-08-11,77.32879199999999,34.0,22.5,28.8,여름
2017-08-14,71.34568,23.0,21.2,48.5,여름
2017-08-16,77.638135,31.7,23.0,0.8,여름
2017-08-17,77.7936,32.4,23.2,0.8,여름
2017-08-18,77.160316,31.6,23.0,0.0,여름
2017-08-21,76.551276,30.0,22.9,20.2,여름
2017-08-22,77.68763200000001,30.1,23.1,8.1,여름
2017-08-23,79.82624100000001,32.7,24.2,11.6,여름
2017-08-24,80.22649799999999,32.4,26.8,0.3,여름
2017-08-25,77.369056,33.3,21.5,0.8,여름
2017-08-28,73.81821,30.7,18.3,0.0,여름
2017-08-29,74.945036,31.8,20.7,0.0,여름
2017-08-30,67.92486600000001,27.5,18.3,0.0,여름
2017-08-31,68.452838,29.3,14.4,0.0,여름
2017-09-01,68.83888400000001,28.5,17.6,0.0,가을
2017-09-04,69.01899,26.8,18.0,0.0,가을
2017-09-05,69.044555,24.2,18.8,0.7,가을
2017-09-06,68.58428800000002,23.9,17.8,32.3,가을
2017-09-07,67.92214000000001,25.9,17.9,1.0,가을
2017-09-08,70.10242600000001,30.1,16.1,0.0,가을
2017-09-11,68.821125,23.7,19.2,74.4,가을
2017-09-12,70.75055499999999,30.9,17.2,0.0,가을
2017-09-13,66.81912600000001,29.3,12.5,0.0,가을
2017-09-14,66.54003499999999,27.8,12.6,0.0,가을
2017-09-15,65.73400000000001,25.0,14.5,0.0,가을
2017-09-18,67.61532,28.7,15.5,0.0,가을
2017-09-19,68.948198,28.2,14.0,0.0,가을
2017-09-20,66.971476,26.0,13.5,0.0,가을
2017-09-21,63.6446,26.8,10.6,0.0,가을
2017-09-22,65.2979,27.6,13.7,0.0,가을
2017-09-25,69.084675,29.4,15.3,0.0,가을
2017-09-26,69.12735,28.6,17.4,0.0,가을
2017-09-27,65.68902,20.7,17.4,8.2,가을
2017-09-28,66.10837000000001,27.3,12.1,0.0,가을
2017-09-29,59.880386,23.3,9.9,0.0,가을
2017-10-10,69.342772,29.2,17.0,0.0,가을
2017-10-11,68.187792,26.6,17.5,0.0,가을
2017-10-12,57.929196000000005,18.0,12.3,18.6,가을
2017-10-13,57.798773,22.2,8.6,0.0,가을
2017-10-16,59.692184,18.7,11.6,0.0,가을
2017-10-17,58.709054,21.6,10.4,0.0,가을
2017-10-18,60.070979,19.0,11.8,0.0,가을
2017-10-19,61.056276,22.2,11.4,0.0,가을
2017-10-20,60.167526,23.2,9.5,0.0,가을
2017-10-23,58.587284,20.1,11.1,0.0,가을
2017-10-24,53.231303999999994,17.8,7.3,0.1,가을
2017-10-25,53.19607500000001,21.1,4.3,0.0,가을
2017-10-26,53.931152,21.2,5.3,0.0,가을
2017-10-27,55.981961999999996,22.9,7.1,0.0,가을
2017-10-30,51.43939,17.8,2.0,0.0,가을
2017-10-31,49.218019999999996,18.9,-1.1,0.0,가을
2017-11-01,51.534119000000004,20.0,1.0,0.0,가을
2017-11-02,52.6866,19.7,4.4,0.0,가을
2017-11-03,54.580745,21.6,4.8,0.0,가을
2017-11-06,48.55278,19.0,-1.1,0.0,가을
2017-11-07,55.75893000000001,19.4,3.7,0.0,가을
2017-11-08,59.148686,22.8,10.8,0.0,가을
2017-11-09,51.414828,19.7,1.6,0.0,가을
2017-11-10,55.531803,21.0,3.8,0.0,가을
2017-11-13,48.583639000000005,16.2,-0.5,0.0,가을
2017-11-14,52.549242,18.5,3.5,0.0,가을
2017-11-15,47.193110000000004,14.3,-0.2,0.0,가을
2017-11-16,42.012504,11.9,-2.7,0.0,가을
2017-11-17,45.935928000000004,13.4,-2.3,0.0,가을
2017-11-20,45.65258,11.1,-0.8,0.0,가을
2017-11-21,40.627148000000005,12.0,-4.3,0.0,가을
2017-11-22,46.79881,13.3,-0.8,0.0,가을
2017-11-23,43.97754,9.2,-1.9,0.0,가을
2017-11-24,41.418097,10.7,-4.5,0.0,가을
2017-11-27,43.712064,14.5,-1.7,0.0,가을
2017-11-28,48.442464,18.1,0.2,0.0,가을
2017-11-29,51.137336000000005,16.8,2.5,0.0,가을
2017-11-30,49.415319,11.0,1.2,0.0,가을
2017-12-01,43.20728,8.3,-4.7,0.0,겨울
2017-12-04,43.059312,10.8,-2.9,0.0,겨울
2017-12-05,37.777894,5.2,-6.4,0.0,겨울
2017-12-06,37.279722,9.4,-7.8,0.0,겨울
2017-12-07,40.0352,11.6,-5.8,0.0,겨울
2017-12-08,42.10455,4.8,-3.6,0.0,겨울
2017-12-11,41.317306,4.7,-3.2,0.0,겨울
2017-12-12,38.885315999999996,1.8,-6.0,0.0,겨울
2017-12-13,37.629136,3.7,-10.0,0.0,겨울
2017-12-14,37.752269,6.0,-12.0,0.0,겨울
2017-12-15,40.641513,9.2,-8.6,0.0,겨울
2017-12-18,39.124617,8.2,-9.7,0.0,겨울
2017-12-19,38.789116,5.9,-6.5,0.0,겨울
2017-12-20,36.34688,6.6,-9.3,0.0,겨울
2017-12-21,36.160211000000004,9.6,-7.9,0.0,겨울
2017-12-22,36.395636,10.4,-9.7,0.0,겨울
2017-12-26,40.492336,8.0,-5.9,0.0,겨울
2017-12-27,40.334711999999996,4.7,-8.7,0.0,겨울
2017-12-28,36.601364000000004,5.4,-7.8,0.0,겨울
2017-12-29,39.898477,11.3,-5.8,0.0,겨울
2018-01-02,39.124617,9.4,-7.5,0.0,겨울
2018-01-03,44.6552,6.9,-3.3,0.0,겨울
2018-01-04,43.288606,5.6,-2.3,0.0,겨울
2018-01-05,43.724804,8.6,-2.7,0.0,겨울
2018-01-08,39.830552,5.3,-0.1,1.5,겨울
2018-01-09,42.1249,5.2,-0.6,0.0,겨울
2018-01-10,35.764741,1.0,-4.7,0.5,겨울
2018-01-11,32.79061,0.4,-10.0,0.0,겨울
2018-01-12,31.313900000000004,0.0,-13.2,0.0,겨울
2018-01-15,42.465072,14.8,-2.6,0.0,겨울
2018-01-16,38.865776,6.1,-2.4,22.9,겨울
2018-01-17,41.340469999999996,10.7,0.7,4.1,겨울
2018-01-18,39.471513,11.5,-1.8,0.0,겨울
2018-01-19,37.95272,11.2,-4.5,0.0,겨울
2018-01-22,44.955502,9.5,-0.1,0.0,겨울
2018-01-23,36.945614000000006,5.2,-8.2,0.0,겨울
2018-01-24,34.599630000000005,-1.6,-9.9,0.0,겨울
2018-01-25,37.318944,-0.5,-11.6,0.0,겨울
2018-01-26,37.076167,0.1,-10.8,0.0,겨울
2018-01-29,38.11286,2.8,-8.3,0.0,겨울
2018-01-30,34.460424,3.4,-11.2,0.0,겨울
2018-01-31,35.9969,5.0,-9.5,0.0,겨울
2018-02-01,37.50656,7.7,-8.1,0.0,겨울
2018-02-02,38.223876000000004,6.4,-9.1,0.0,겨울
